interval_start_utc,interval_end_utc,cluster_key,cluster_label,parent_region,hub_key,hub_label,scope_key,scope_granularity,reviewed_scope,review_state,reviewed_evidence_tier,reviewed_tier_accepted_flag,capacity_policy_action,reviewed_gate_state,reviewed_capacity_limit_mw,reviewed_gate_fraction,source_provider,source_family,source_key,source_label,source_document_title,source_document_url,source_reference,source_published_utc,source_published_date,review_group_key,source_revision_rank,review_note,reviewed_source_count,boundary_key,boundary_label,boundary_state,boundary_limit_mw,boundary_flow_mw,boundary_remaining_headroom_mw,boundary_utilization_ratio,structural_gate_mw_proxy
2024-11-22 01:00:00+00:00,2024-11-22 02:00:00+00:00,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,britned,BritNed,dogger_hornsea_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,reviewed_boundary_cap,2408.0,0.4812150279776179,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:FLOWSTH,NESO day-ahead boundary FLOWSTH,NESO Day Ahead Constraint Flows and Limits - FLOWSTH,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,FLOWSTH,,,FLOWSTH|dogger_hornsea_offshore|britned|2024-11-22 01:00:00+00:00,1,NESO FLOWSTH day-ahead boundary used as reviewed internal pass-through evidence for east-facing England into BritNed when the corridor is publicly available.,2,FLOWSTH,FLOWSTH,constraint_boundary_available,9400.0,6992.0,2408.0,0.7438297872340426,3828.0600000000004
2024-11-22 01:00:00+00:00,2024-11-22 02:00:00+00:00,east_anglia_offshore,East Anglia Offshore,England/Wales,britned,BritNed,east_anglia_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,reviewed_boundary_cap,918.0,0.9,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:FLOWSTH,NESO day-ahead boundary FLOWSTH,NESO Day Ahead Constraint Flows and Limits - FLOWSTH,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,FLOWSTH,,,FLOWSTH|east_anglia_offshore|britned|2024-11-22 01:00:00+00:00,1,NESO FLOWSTH day-ahead boundary used as reviewed internal pass-through evidence for east-facing England into BritNed when the corridor is publicly available.,2,FLOWSTH,FLOWSTH,constraint_boundary_available,9400.0,6992.0,2408.0,0.7438297872340426,918.0
2024-11-22 01:00:00+00:00,2024-11-22 02:00:00+00:00,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,britned,BritNed,east_coast_scotland_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,blocked_reviewed_boundary,0.0,0.0,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:SSHARN3,NESO day-ahead boundary SSHARN3,NESO Day Ahead Constraint Flows and Limits - SSHARN3,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,SSHARN3,,,SSHARN3|east_coast_scotland_offshore|britned|2024-11-22 01:00:00+00:00,1,NESO SSHARN3 day-ahead boundary used as a first-pass Scotland-to-south export corridor cap.,11,SSHARN3,SSHARN3,constraint_boundary_at_or_above_limit,6800.0,8220.0,0.0,1.2088235294117646,593.9375
2024-11-22 01:00:00+00:00,2024-11-22 02:00:00+00:00,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,eleclink,ElecLink,east_coast_scotland_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,blocked_reviewed_boundary,0.0,0.0,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:SSHARN3,NESO day-ahead boundary SSHARN3,NESO Day Ahead Constraint Flows and Limits - SSHARN3,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,SSHARN3,,,SSHARN3|east_coast_scotland_offshore|eleclink|2024-11-22 01:00:00+00:00,1,NESO SSHARN3 day-ahead boundary used as a first-pass Scotland-to-south export corridor cap.,1,SSHARN3,SSHARN3,constraint_boundary_at_or_above_limit,6800.0,8220.0,0.0,1.2088235294117646,225.74999999999997
2024-11-22 01:00:00+00:00,2024-11-22 02:00:00+00:00,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,ifa,IFA,east_coast_scotland_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,blocked_reviewed_boundary,0.0,0.0,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:SSHARN3,NESO day-ahead boundary SSHARN3,NESO Day Ahead Constraint Flows and Limits - SSHARN3,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,SSHARN3,,,SSHARN3|east_coast_scotland_offshore|ifa|2024-11-22 01:00:00+00:00,1,NESO SSHARN3 day-ahead boundary used as a first-pass Scotland-to-south export corridor cap.,1,SSHARN3,SSHARN3,constraint_boundary_at_or_above_limit,6800.0,8220.0,0.0,1.2088235294117646,225.74999999999997
2024-11-22 01:00:00+00:00,2024-11-22 02:00:00+00:00,humber_offshore,Humber Offshore,England/Wales,britned,BritNed,humber_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,reviewed_boundary_cap,473.49250000000006,0.5525000000000001,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:FLOWSTH,NESO day-ahead boundary FLOWSTH,NESO Day Ahead Constraint Flows and Limits - FLOWSTH,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,FLOWSTH,,,FLOWSTH|humber_offshore|britned|2024-11-22 01:00:00+00:00,1,NESO FLOWSTH day-ahead boundary used as reviewed internal pass-through evidence for east-facing England into BritNed when the corridor is publicly available.,2,FLOWSTH,FLOWSTH,constraint_boundary_available,9400.0,6992.0,2408.0,0.7438297872340426,473.49250000000006
2024-11-22 01:00:00+00:00,2024-11-22 02:00:00+00:00,moray_firth_offshore,Moray Firth Offshore,Scotland,britned,BritNed,moray_firth_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,blocked_reviewed_boundary,0.0,0.0,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:SSHARN3,NESO day-ahead boundary SSHARN3,NESO Day Ahead Constraint Flows and Limits - SSHARN3,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,SSHARN3,,,SSHARN3|moray_firth_offshore|britned|2024-11-22 01:00:00+00:00,1,NESO SSHARN3 day-ahead boundary used as a first-pass Scotland-to-south export corridor cap.,8,SSHARN3,SSHARN3,constraint_boundary_at_or_above_limit,6800.0,8220.0,0.0,1.2088235294117646,322.97999999999996
2024-11-22 01:00:00+00:00,2024-11-22 02:00:00+00:00,moray_firth_offshore,Moray Firth Offshore,Scotland,eleclink,ElecLink,moray_firth_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,blocked_reviewed_boundary,0.0,0.0,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:SSHARN3,NESO day-ahead boundary SSHARN3,NESO Day Ahead Constraint Flows and Limits - SSHARN3,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,SSHARN3,,,SSHARN3|moray_firth_offshore|eleclink|2024-11-22 01:00:00+00:00,1,NESO SSHARN3 day-ahead boundary used as a first-pass Scotland-to-south export corridor cap.,1,SSHARN3,SSHARN3,constraint_boundary_at_or_above_limit,6800.0,8220.0,0.0,1.2088235294117646,322.97999999999996
2024-11-22 01:00:00+00:00,2024-11-22 02:00:00+00:00,moray_firth_offshore,Moray Firth Offshore,Scotland,ifa,IFA,moray_firth_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,blocked_reviewed_boundary,0.0,0.0,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:SSHARN3,NESO day-ahead boundary SSHARN3,NESO Day Ahead Constraint Flows and Limits - SSHARN3,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,SSHARN3,,,SSHARN3|moray_firth_offshore|ifa|2024-11-22 01:00:00+00:00,1,NESO SSHARN3 day-ahead boundary used as a first-pass Scotland-to-south export corridor cap.,1,SSHARN3,SSHARN3,constraint_boundary_at_or_above_limit,6800.0,8220.0,0.0,1.2088235294117646,322.97999999999996
2024-11-22 01:00:00+00:00,2024-11-22 02:00:00+00:00,moray_firth_offshore,Moray Firth Offshore,Scotland,ifa2,IFA2,moray_firth_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,blocked_reviewed_boundary,0.0,0.0,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:SSHARN3,NESO day-ahead boundary SSHARN3,NESO Day Ahead Constraint Flows and Limits - SSHARN3,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,SSHARN3,,,SSHARN3|moray_firth_offshore|ifa2|2024-11-22 01:00:00+00:00,1,NESO SSHARN3 day-ahead boundary used as a first-pass Scotland-to-south export corridor cap.,1,SSHARN3,SSHARN3,constraint_boundary_at_or_above_limit,6800.0,8220.0,0.0,1.2088235294117646,322.97999999999996
2024-11-22 02:00:00+00:00,2024-11-22 03:00:00+00:00,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,britned,BritNed,dogger_hornsea_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,reviewed_boundary_cap,2887.0,0.5769384492406076,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:FLOWSTH,NESO day-ahead boundary FLOWSTH,NESO Day Ahead Constraint Flows and Limits - FLOWSTH,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,FLOWSTH,,,FLOWSTH|dogger_hornsea_offshore|britned|2024-11-22 02:00:00+00:00,1,NESO FLOWSTH day-ahead boundary used as reviewed internal pass-through evidence for east-facing England into BritNed when the corridor is publicly available.,2,FLOWSTH,FLOWSTH,constraint_boundary_available,9400.0,6513.0,2887.0,0.6928723404255319,3828.0600000000004
2024-11-22 02:00:00+00:00,2024-11-22 03:00:00+00:00,east_anglia_offshore,East Anglia Offshore,England/Wales,britned,BritNed,east_anglia_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,reviewed_boundary_cap,918.0,0.9,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:FLOWSTH,NESO day-ahead boundary FLOWSTH,NESO Day Ahead Constraint Flows and Limits - FLOWSTH,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,FLOWSTH,,,FLOWSTH|east_anglia_offshore|britned|2024-11-22 02:00:00+00:00,1,NESO FLOWSTH day-ahead boundary used as reviewed internal pass-through evidence for east-facing England into BritNed when the corridor is publicly available.,2,FLOWSTH,FLOWSTH,constraint_boundary_available,9400.0,6513.0,2887.0,0.6928723404255319,918.0
2024-11-22 02:00:00+00:00,2024-11-22 03:00:00+00:00,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,britned,BritNed,east_coast_scotland_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,blocked_reviewed_boundary,0.0,0.0,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:SSHARN3,NESO day-ahead boundary SSHARN3,NESO Day Ahead Constraint Flows and Limits - SSHARN3,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,SSHARN3,,,SSHARN3|east_coast_scotland_offshore|britned|2024-11-22 02:00:00+00:00,1,NESO SSHARN3 day-ahead boundary used as a first-pass Scotland-to-south export corridor cap.,11,SSHARN3,SSHARN3,constraint_boundary_at_or_above_limit,6800.0,8238.0,0.0,1.211470588235294,593.9375
2024-11-22 02:00:00+00:00,2024-11-22 03:00:00+00:00,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,eleclink,ElecLink,east_coast_scotland_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,blocked_reviewed_boundary,0.0,0.0,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:SSHARN3,NESO day-ahead boundary SSHARN3,NESO Day Ahead Constraint Flows and Limits - SSHARN3,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,SSHARN3,,,SSHARN3|east_coast_scotland_offshore|eleclink|2024-11-22 02:00:00+00:00,1,NESO SSHARN3 day-ahead boundary used as a first-pass Scotland-to-south export corridor cap.,1,SSHARN3,SSHARN3,constraint_boundary_at_or_above_limit,6800.0,8238.0,0.0,1.211470588235294,225.74999999999997
2024-11-22 02:00:00+00:00,2024-11-22 03:00:00+00:00,east_coast_scotland_offshore,East Coast Scotland Offshore,Scotland,ifa,IFA,east_coast_scotland_offshore,cluster_hub,gb_internal_constraint_boundary,accepted_reviewed_tier,reviewed_internal_constraint_boundary,True,allow_boundary_day_ahead_gate,blocked_reviewed_boundary,0.0,0.0,neso,day_ahead_constraint_boundary,fact_day_ahead_constraint_boundary_half_hourly:SSHARN3,NESO day-ahead boundary SSHARN3,NESO Day Ahead Constraint Flows and Limits - SSHARN3,https://api.neso.energy/dataset/cf3cbc92-2d5d-4c2b-bd29-e11a21070b26/resource/38a18ec1-9e40-465d-93fb-301e80fd1352/download/day-ahead-constraints-limits-and-flow-output-v1.5.csv,SSHARN3,,,SSHARN3|east_coast_scotland_offshore|ifa|2024-11-22 02:00:00+00:00,1,NESO SSHARN3 day-ahead boundary used as a first-pass Scotland-to-south export corridor cap.,1,SSHARN3,SSHARN3,constraint_boundary_at_or_above_limit,6800.0,8238.0,0.0,1.211470588235294,225.74999999999997
